sku_id,forecast_date,predicted_demand,lower_bound,upper_bound
SKU-00903,2023-06-28,325,255,362
SKU-00649,2025-01-10,802,755,891
SKU-02698,2023-01-09,92,42,160
SKU-00323,2023-11-02,122,119,160
SKU-01557,2024-07-11,944,882,972
SKU-02689,2024-05-31,921,894,998
SKU-01420,2025-11-08,586,513,614
SKU-02590,2024-12-18,707,647,761
SKU-02675,2025-03-18,776,730,854
SKU-01395,2023-08-16,328,312,387
SKU-00679,2023-03-27,217,175,282
SKU-02468,2023-05-18,898,848,901
SKU-01868,2025-01-28,603,578,622
SKU-00879,2024-04-11,359,296,409
SKU-01430,2023-03-19,802,713,883
SKU-01243,2024-07-09,106,100,175
SKU-00853,2024-06-04,210,117,264
SKU-00826,2025-06-04,473,467,518
SKU-02686,2024-03-25,85,0,131
SKU-00526,2023-12-10,613,611,698
SKU-02742,2023-01-18,297,222,372
SKU-00982,2024-10-08,993,902,1062
SKU-01157,2024-04-27,742,710,755
SKU-01980,2024-03-19,470,424,551
SKU-01809,2025-05-26,850,839,936
SKU-02655,2024-06-12,154,133,237
SKU-02978,2024-07-22,363,351,445
SKU-01635,2023-01-15,326,321,330
SKU-01294,2025-01-21,543,493,574
SKU-01373,2025-06-12,392,349,481
SKU-00969,2025-11-30,766,765,807
SKU-01291,2025-01-16,736,638,775
SKU-00701,2023-12-28,706,674,800
SKU-01912,2023-06-13,904,847,923
SKU-01243,2025-07-09,26,23,70
SKU-01770,2023-11-15,799,753,810
SKU-00180,2023-11-13,716,624,756
SKU-01438,2024-08-30,192,125,201
SKU-00900,2024-05-31,881,785,882
SKU-00136,2024-02-19,533,478,588
SKU-01173,2023-05-03,177,111,192
SKU-01194,2025-10-04,897,818,941
SKU-00846,2025-04-22,116,63,162
SKU-00897,2023-07-27,153,62,193
SKU-02925,2025-04-18,524,451,567
SKU-02041,2025-04-22,775,724,845
SKU-01548,2025-11-16,626,610,683
SKU-00290,2024-07-30,958,874,1012
SKU-02384,2025-04-01,947,884,1029
SKU-02030,2023-02-13,404,349,488
SKU-01345,2024-12-10,113,95,137
SKU-01308,2023-04-03,222,140,233
SKU-01233,2025-05-05,206,114,223
SKU-00229,2023-08-11,356,267,420
SKU-02076,2024-08-11,56,13,134
SKU-00531,2025-01-30,377,377,430
SKU-01603,2023-02-23,584,511,647
SKU-01874,2025-02-05,920,864,982
SKU-02196,2023-02-03,407,385,421
SKU-01495,2024-10-29,623,545,691
SKU-01816,2023-06-05,691,652,771
SKU-00845,2025-10-25,843,779,941
SKU-01474,2025-07-01,630,593,722
SKU-00193,2025-04-05,685,666,690
SKU-00737,2025-10-19,739,689,767
SKU-02738,2025-01-25,463,380,488
SKU-02544,2023-10-09,549,527,623
SKU-02345,2024-02-13,330,236,330
SKU-00047,2023-09-08,702,622,781
SKU-01268,2024-09-28,885,795,913
SKU-01454,2023-04-23,36,0,111
SKU-01380,2024-10-24,480,476,494
SKU-02118,2023-06-15,325,290,370
SKU-02626,2024-06-30,234,191,297
SKU-01841,2024-05-20,686,587,722
SKU-00609,2025-02-15,603,553,657
SKU-02919,2023-07-22,796,710,851
SKU-01580,2025-04-25,270,239,343
SKU-00382,2025-10-27,134,113,150
SKU-02212,2023-07-09,495,405,573
SKU-01538,2023-06-15,738,688,826
SKU-00537,2024-11-12,366,289,437
SKU-00084,2025-08-19,21,0,77
SKU-01193,2023-09-22,799,725,820
SKU-00099,2024-03-30,681,605,687
SKU-01951,2025-03-11,850,777,922
SKU-01781,2023-03-01,318,309,320
SKU-02386,2024-12-21,0,0,53
SKU-01077,2025-03-20,131,57,186
SKU-01872,2025-03-12,122,41,185
SKU-00542,2024-12-15,454,399,462
SKU-02744,2025-06-08,232,151,306
SKU-00963,2023-10-28,134,134,183
SKU-00628,2025-04-19,703,626,773
SKU-02787,2023-03-03,962,933,1018
SKU-00431,2025-10-10,481,385,488
SKU-02737,2025-02-22,11,0,63
SKU-00049,2023-09-15,643,595,717
SKU-00604,2024-03-04,10,0,44
SKU-01471,2024-09-08,764,716,812
SKU-00570,2024-03-29,593,534,616
SKU-02339,2023-05-14,961,949,1038
SKU-00164,2023-10-31,441,387,447
SKU-02697,2023-06-16,980,909,1019
SKU-01989,2025-04-01,748,650,798
SKU-00229,2024-05-19,721,689,756
SKU-01694,2023-06-25,715,628,748
SKU-02594,2023-11-19,272,260,345
SKU-02801,2023-09-11,914,828,966
SKU-02714,2023-06-12,399,372,465
SKU-00697,2024-12-24,402,330,434
SKU-01607,2024-09-28,492,424,571
SKU-02875,2024-11-29,449,402,514
SKU-01415,2023-10-31,817,736,870
SKU-02913,2024-04-02,635,568,699
SKU-01732,2023-07-18,278,179,346
SKU-02650,2023-02-07,418,417,457
SKU-02079,2024-11-21,393,381,472
SKU-00579,2025-03-28,34,0,97
SKU-02015,2024-05-06,469,428,478
SKU-01178,2024-02-29,746,729,827
SKU-00451,2025-03-06,511,435,524
SKU-01692,2023-06-27,305,292,379
SKU-00366,2023-07-17,818,736,868
SKU-02941,2023-09-02,511,471,601
SKU-00512,2024-12-07,442,430,442
SKU-00267,2023-10-25,551,478,575
SKU-01878,2025-04-15,459,392,556
SKU-01335,2025-07-24,935,872,956
SKU-00985,2024-03-10,412,320,447
SKU-00286,2023-03-16,524,441,550
SKU-00797,2025-04-30,827,785,847
SKU-00998,2023-04-03,399,357,429
SKU-02889,2025-11-06,537,460,629
SKU-00126,2024-10-30,626,624,631
SKU-00719,2023-09-21,941,919,992
SKU-00177,2025-08-13,78,22,168
SKU-01898,2025-05-25,709,611,788
SKU-00082,2024-08-28,791,734,798
SKU-01652,2025-08-28,661,606,722
SKU-00043,2024-05-10,945,855,1039
SKU-00392,2024-01-01,799,735,808
SKU-01812,2025-03-24,566,492,636
SKU-00653,2023-09-10,501,449,540
SKU-01151,2023-01-01,661,652,740
SKU-01395,2025-01-21,184,143,218
SKU-01412,2025-09-27,272,174,357
SKU-01572,2025-11-04,627,539,711
SKU-00611,2025-02-28,0,0,25
SKU-02771,2023-03-15,148,133,221
SKU-01963,2024-06-06,781,778,852
SKU-02193,2025-04-05,229,152,292
SKU-01103,2023-08-06,119,71,206
SKU-02139,2025-02-22,338,239,341
SKU-01716,2025-02-25,66,0,136
SKU-02812,2025-03-29,494,438,497
SKU-02399,2025-11-17,603,565,618
SKU-01868,2025-07-10,82,52,94
SKU-01879,2023-03-08,147,113,245
SKU-00823,2024-03-27,818,727,867
SKU-02050,2023-07-03,703,655,769
SKU-01187,2023-05-16,8,0,39
SKU-02019,2023-11-26,798,741,800
SKU-02683,2024-01-20,890,863,985
SKU-01932,2024-09-17,875,858,969
SKU-02104,2023-09-24,557,466,594
SKU-02459,2024-05-17,685,663,751
SKU-00231,2023-12-09,455,401,493
SKU-00366,2025-10-09,287,256,343
SKU-02238,2024-07-04,536,535,590
SKU-01288,2023-03-08,533,471,559
SKU-02805,2023-04-24,213,180,228
SKU-00322,2023-02-25,739,735,742
SKU-01020,2025-01-01,869,860,918
SKU-00359,2024-01-28,124,82,169
SKU-01865,2025-03-08,168,115,209
SKU-01830,2025-03-22,996,946,1044
SKU-01341,2023-03-12,261,224,346
SKU-00600,2023-11-30,245,230,288
SKU-00934,2024-04-25,699,688,730
SKU-02378,2025-08-28,524,466,595
SKU-02407,2023-01-29,247,183,292
SKU-00370,2023-11-09,506,462,595
SKU-01447,2023-11-10,376,295,451
SKU-02093,2025-09-27,8,0,78
SKU-00698,2023-04-22,852,814,888
SKU-01693,2025-01-06,911,895,997
SKU-02306,2024-11-28,60,22,61
SKU-01837,2023-01-26,80,20,146
SKU-00545,2024-06-19,819,791,887
SKU-00912,2023-07-28,452,371,532
SKU-01193,2023-02-02,492,443,554
SKU-01590,2023-09-13,5,0,15
SKU-01456,2025-03-02,915,819,932
SKU-00162,2024-11-08,659,601,707
SKU-00203,2025-05-20,312,229,399
SKU-01158,2024-11-26,244,241,327
SKU-00103,2023-09-16,944,932,957
SKU-00846,2024-08-04,398,307,419
SKU-00080,2025-03-20,761,688,782
SKU-00648,2024-05-12,342,319,431
SKU-00606,2024-02-08,824,760,904
SKU-01949,2024-02-22,135,42,159
SKU-02566,2023-08-08,216,122,231
SKU-01693,2025-05-11,243,151,281
SKU-01050,2024-07-12,261,200,354
SKU-00470,2023-09-26,944,873,1028
SKU-01706,2024-06-18,501,473,530
SKU-01347,2023-03-28,974,944,1072
SKU-00014,2023-09-22,730,668,750
SKU-01245,2023-12-14,423,402,494
SKU-01028,2024-11-28,798,747,840
SKU-02541,2024-09-27,70,0,162
SKU-00898,2024-03-01,480,475,574
SKU-00673,2023-10-07,99,43,159
SKU-01203,2024-02-28,401,321,419
SKU-02874,2025-06-23,435,347,454
SKU-02861,2025-03-19,747,741,793
SKU-00864,2024-07-11,93,0,116
SKU-01104,2023-10-31,986,977,1049
SKU-00002,2024-04-10,713,631,732
SKU-01602,2023-06-14,471,422,552
SKU-00504,2023-10-28,34,0,98
SKU-00358,2024-02-13,797,726,867
SKU-00750,2025-10-12,177,168,201
SKU-01346,2023-04-23,898,840,987
SKU-02152,2025-05-18,72,22,128
SKU-01775,2025-05-13,975,879,1049
SKU-02571,2023-03-19,97,79,129
SKU-01295,2025-06-08,448,399,520
SKU-00737,2023-05-23,258,202,318
SKU-01655,2024-11-15,4,0,47
SKU-01803,2023-07-03,600,590,660
SKU-01161,2025-04-17,948,853,1046
SKU-00296,2025-08-06,804,739,850
SKU-01625,2024-03-04,11,0,88
SKU-02963,2025-10-19,257,220,335
SKU-01631,2023-08-18,634,567,665
SKU-01458,2025-04-03,845,758,929
SKU-02423,2023-12-31,924,827,927
SKU-02594,2023-12-19,248,187,312
SKU-00141,2025-01-03,696,631,774
SKU-02951,2025-10-06,795,729,824
SKU-02873,2024-07-07,339,307,437
SKU-02939,2023-09-12,810,754,899
SKU-00484,2024-11-06,327,248,328
SKU-01679,2024-02-24,646,638,693
SKU-00458,2024-12-29,237,228,242
SKU-00352,2023-01-03,458,435,524
SKU-00891,2025-07-24,336,282,423
SKU-01005,2023-06-21,260,195,329
SKU-01261,2024-12-16,320,280,353
SKU-01671,2025-02-10,460,374,462
SKU-02057,2025-02-10,40,0,76
SKU-01461,2025-07-25,698,645,751
SKU-02692,2023-02-24,341,290,426
SKU-01590,2024-10-16,207,135,228
SKU-02317,2025-01-06,94,48,95
SKU-01038,2025-08-16,572,552,577
SKU-01346,2024-11-15,578,492,615
SKU-02384,2024-07-30,309,287,376
SKU-02229,2023-12-09,53,52,109
SKU-00231,2023-05-24,314,267,319
SKU-01723,2023-04-21,816,745,849
SKU-00404,2023-01-27,968,885,1062
SKU-01876,2023-06-08,435,423,486
SKU-01588,2024-01-23,349,254,448
SKU-00965,2024-09-22,483,455,488
SKU-02840,2023-06-20,929,899,992
SKU-00519,2024-01-04,738,669,796
SKU-01687,2023-08-01,155,147,194
SKU-01176,2024-01-23,569,565,584
SKU-02244,2023-05-02,782,706,847
SKU-02648,2023-02-18,762,739,771
SKU-02174,2025-04-29,274,252,355
SKU-01003,2023-09-12,287,207,316
SKU-00877,2024-04-01,983,960,1015
SKU-02640,2023-02-21,473,417,540
SKU-02644,2023-08-28,102,67,140
SKU-00103,2025-08-21,463,384,466
SKU-01155,2023-01-11,224,176,287
SKU-02789,2025-02-11,385,327,475
SKU-00704,2025-11-04,311,298,410
SKU-01468,2024-01-02,79,43,103
SKU-00470,2025-03-07,173,81,187
SKU-01364,2023-03-06,284,223,357
SKU-00212,2024-08-27,90,48,95
SKU-01103,2024-10-08,460,447,528
SKU-01983,2023-03-30,319,269,394
SKU-00055,2023-05-16,769,756,811
SKU-02278,2023-02-07,96,32,186
SKU-01387,2023-10-24,420,394,470
SKU-02536,2023-07-16,317,268,331
SKU-02760,2023-03-18,563,508,640
SKU-02214,2023-04-22,702,697,756
SKU-02123,2024-12-19,723,635,725
SKU-00113,2023-11-15,138,135,147
SKU-00366,2024-03-22,66,51,89
SKU-02798,2024-08-17,760,741,801
SKU-00572,2025-06-21,688,590,771
SKU-02528,2023-02-26,837,764,902
SKU-02262,2024-02-21,163,93,240
SKU-00341,2024-02-04,152,78,161
SKU-02747,2024-05-21,237,205,277
SKU-02717,2023-02-20,979,918,999
SKU-01855,2025-04-21,212,139,264
SKU-01013,2024-06-09,867,768,935
SKU-01104,2025-10-01,376,282,432
SKU-00430,2025-09-08,392,333,411
SKU-00156,2023-10-14,603,521,624
SKU-00038,2025-01-30,849,786,898
SKU-01451,2023-10-25,265,258,336
SKU-01626,2023-06-14,384,333,391
SKU-01506,2025-11-22,643,561,722
SKU-02427,2024-11-28,281,233,292
SKU-01709,2024-07-22,970,904,1060
SKU-02162,2023-05-22,308,306,336
SKU-00617,2024-10-25,372,276,466
SKU-01976,2023-02-05,22,0,59
SKU-00652,2025-01-26,195,99,268
SKU-02836,2024-09-05,769,703,863
SKU-01262,2024-10-15,243,216,268
SKU-01899,2025-09-11,896,812,905
SKU-00958,2025-08-06,520,488,576
SKU-00507,2024-02-03,954,915,1004
SKU-01133,2025-06-24,200,169,224
SKU-02811,2025-11-22,339,295,387
SKU-00731,2025-09-25,948,884,1021
SKU-02784,2024-10-03,76,47,175
SKU-01234,2025-06-10,41,0,55
SKU-01424,2024-08-26,664,588,705
SKU-02397,2023-04-24,137,74,235
SKU-02087,2024-02-10,400,344,420
SKU-00842,2024-01-06,132,96,158
SKU-00053,2025-08-14,76,0,155
SKU-00107,2023-10-01,90,89,152
SKU-02407,2023-08-26,652,621,702
SKU-02710,2025-11-03,32,0,63
SKU-00601,2023-08-03,108,36,119
SKU-01843,2023-10-21,446,441,469
SKU-01557,2025-09-21,60,0,132
SKU-01841,2024-11-29,612,596,654
SKU-02217,2024-01-06,483,401,575
SKU-00284,2023-04-23,917,877,958
SKU-01122,2024-12-22,49,0,123
SKU-01592,2025-11-08,907,857,1000
SKU-02677,2025-08-21,786,725,855
SKU-02910,2024-12-09,853,821,879
SKU-01490,2024-09-12,517,517,578
SKU-01665,2024-03-28,823,770,896
SKU-02975,2023-11-13,600,539,613
SKU-00570,2025-01-04,259,168,345
SKU-00640,2024-11-09,536,506,591
SKU-02573,2024-08-26,274,248,275
SKU-02903,2023-06-30,949,908,1017
SKU-01978,2023-03-10,521,466,538
SKU-01471,2024-01-07,984,925,1048
SKU-02497,2024-04-05,17,0,20
SKU-00407,2024-09-09,114,93,160
SKU-00582,2025-10-07,621,589,665
SKU-01136,2024-01-20,841,744,910
SKU-01155,2024-03-08,770,675,834
SKU-00959,2024-09-27,36,3,105
SKU-00884,2024-10-29,445,407,503
SKU-00760,2023-05-25,490,480,521
SKU-00935,2023-12-26,578,520,620
SKU-00288,2024-06-24,929,860,966
SKU-01444,2025-04-22,902,867,979
SKU-01256,2023-01-21,280,199,308
SKU-01055,2023-11-02,452,379,520
SKU-02764,2025-11-10,243,146,288
SKU-02284,2025-02-13,733,700,733
SKU-01225,2025-08-21,915,862,1009
SKU-01182,2025-02-11,384,363,389
SKU-02268,2024-05-19,760,738,795
SKU-02655,2023-12-07,878,783,941
SKU-02807,2024-01-06,783,773,879
SKU-00556,2025-07-28,494,492,584
SKU-01553,2023-05-13,78,36,151
SKU-02714,2024-12-25,284,244,310
SKU-02289,2025-09-09,698,624,698
SKU-02405,2023-01-25,152,131,180
SKU-01280,2023-11-27,972,950,1053
SKU-00146,2025-05-18,14,0,91
SKU-01276,2024-10-05,96,47,184
SKU-02123,2023-04-27,877,836,946
SKU-02026,2024-08-29,930,849,961
SKU-02053,2025-02-01,837,744,838
SKU-00325,2025-04-02,416,393,439
SKU-00574,2023-05-09,798,798,892
SKU-01891,2024-11-20,868,773,967
SKU-01557,2024-09-27,50,39,65
SKU-02808,2024-09-29,642,545,722
SKU-00711,2024-02-04,717,698,768
SKU-01324,2024-12-28,128,96,153
SKU-02594,2023-06-11,185,158,185
SKU-00703,2024-05-04,161,120,184
SKU-01831,2025-01-08,935,860,962
SKU-00326,2023-04-19,797,709,829
SKU-00366,2024-02-06,935,921,976
SKU-00351,2025-07-11,197,148,246
SKU-01662,2025-07-11,73,51,83
SKU-02537,2023-12-17,864,801,925
SKU-01492,2023-06-22,112,80,211
SKU-00362,2023-10-18,397,365,475
SKU-02356,2025-07-16,312,256,358
SKU-02132,2024-05-23,779,777,784
SKU-02178,2025-03-21,435,396,444
SKU-01263,2023-07-12,454,434,527
SKU-02579,2023-09-13,772,707,820
SKU-00673,2025-08-27,278,229,285
SKU-02837,2025-10-15,127,52,155
SKU-01077,2023-07-29,828,811,872
SKU-00093,2025-07-12,165,67,176
SKU-02047,2023-08-31,218,145,255
SKU-02150,2025-11-28,332,276,386
SKU-00511,2023-12-30,4,0,80
SKU-02173,2023-04-27,323,230,399
SKU-02650,2023-04-28,649,571,700
SKU-00053,2023-03-12,492,461,571
SKU-01217,2025-06-25,52,5,135
SKU-00407,2023-08-10,476,438,493
SKU-00299,2024-10-22,332,304,397
SKU-00756,2024-07-17,190,158,270
SKU-00011,2024-03-02,147,120,210
SKU-02130,2025-01-04,729,664,807
SKU-01005,2025-07-31,445,405,445
SKU-02456,2023-03-07,614,601,682
SKU-02693,2023-08-10,635,580,697
SKU-01229,2025-02-13,523,501,598
SKU-00204,2024-10-14,721,711,732
SKU-00565,2025-09-09,312,243,320
SKU-00673,2024-12-24,52,0,67
SKU-02091,2025-02-28,860,803,900
SKU-02576,2023-08-19,155,107,176
SKU-01529,2023-12-12,674,598,687
SKU-00727,2024-04-01,708,670,802
SKU-01296,2024-12-17,824,766,872
SKU-01734,2024-10-13,507,490,562
SKU-01596,2023-12-29,385,334,442
SKU-01808,2023-01-20,583,492,588
SKU-02196,2024-02-03,992,907,994
SKU-00956,2023-05-10,399,396,478
SKU-00508,2023-07-23,86,53,175
SKU-01000,2023-11-30,122,46,159
SKU-00414,2023-12-21,335,334,366
SKU-01594,2024-06-16,125,124,149
SKU-01252,2024-12-16,310,293,315
SKU-01205,2023-01-06,326,320,401
SKU-02082,2025-05-19,598,510,631
SKU-02309,2025-10-25,862,821,958
SKU-00094,2023-10-15,431,420,467
SKU-02300,2023-12-03,271,247,330
SKU-02969,2023-09-27,482,416,558
SKU-00834,2023-07-31,98,40,104
SKU-02373,2024-09-04,449,391,548
SKU-01448,2023-12-31,248,221,338
SKU-02993,2024-06-14,154,108,211
SKU-02248,2024-12-23,210,136,305
SKU-01960,2024-03-29,869,861,888
SKU-01954,2025-05-17,643,566,677
SKU-00936,2025-08-27,169,150,245
SKU-01516,2024-11-18,234,202,315
SKU-01328,2024-10-02,25,5,43
SKU-00239,2024-07-22,834,772,906
SKU-02773,2025-05-13,964,955,974
SKU-00801,2023-10-04,196,154,247
SKU-02811,2025-03-01,352,325,408
SKU-01740,2025-02-28,479,462,530
SKU-00189,2024-07-23,846,778,858
SKU-01256,2025-07-25,310,270,385
SKU-02938,2024-10-20,343,300,368
SKU-01117,2023-10-20,982,932,1035
SKU-01529,2023-03-21,288,191,380
SKU-02116,2024-03-25,261,225,277
SKU-00028,2024-08-06,845,787,851
SKU-01108,2023-10-02,57,17,75
SKU-01870,2023-09-24,241,216,246
SKU-01164,2025-01-06,507,475,581
SKU-00371,2024-12-21,670,614,711
SKU-01886,2024-10-31,89,54,96
SKU-02404,2025-04-14,239,227,318
SKU-02759,2024-03-13,679,639,756
SKU-02663,2023-05-20,963,933,992
SKU-00300,2023-12-22,338,316,436
SKU-01457,2023-08-27,512,512,551
SKU-01080,2024-09-17,266,213,267
SKU-02697,2023-02-17,8,0,75
SKU-00017,2023-08-27,647,555,694
SKU-00118,2024-07-05,855,772,881
SKU-02049,2024-07-17,647,631,660
SKU-00717,2023-08-28,532,519,581
SKU-02979,2024-10-15,516,494,520
SKU-02427,2025-11-05,46,0,128
SKU-00676,2024-09-26,343,259,363
SKU-00301,2023-04-21,565,525,612
SKU-01513,2023-07-02,471,373,569
SKU-01253,2023-03-17,49,0,80
SKU-02772,2025-03-28,683,642,683
SKU-02723,2024-06-29,353,327,415
SKU-01315,2024-05-16,933,916,988
SKU-01965,2024-01-23,222,202,232
SKU-02007,2023-02-06,347,311,356
SKU-01724,2024-10-28,990,893,1070
SKU-02149,2023-12-07,938,882,972
SKU-01154,2024-12-04,243,209,273
SKU-01681,2023-02-19,129,54,132
SKU-01804,2023-12-15,922,862,994
SKU-01231,2023-09-15,678,582,705
SKU-00573,2024-07-15,658,584,747
SKU-00181,2025-04-15,267,200,292
SKU-01332,2024-10-06,520,421,573
SKU-01449,2025-10-19,46,0,57
SKU-00178,2024-10-22,181,179,216
SKU-02499,2024-08-18,220,197,310
SKU-02209,2025-09-16,92,28,107
SKU-02980,2023-02-21,379,379,468
SKU-02178,2024-11-10,728,673,796
SKU-00631,2024-04-17,826,790,875
SKU-00714,2024-08-11,222,215,318
SKU-00134,2024-01-22,562,540,642
SKU-02670,2023-02-13,311,273,364
SKU-00492,2024-01-10,317,270,325
SKU-02181,2024-07-25,439,430,518
SKU-01718,2024-05-21,793,768,836
SKU-00088,2023-04-29,89,49,102
SKU-02184,2023-02-04,312,238,386
SKU-01710,2023-11-02,459,385,511
SKU-02152,2025-11-19,99,66,198
SKU-01828,2024-08-15,441,352,488
SKU-00937,2025-03-26,932,915,985
SKU-00269,2025-06-28,342,309,344
SKU-01386,2025-05-29,654,591,673
SKU-01217,2023-07-11,840,836,934
SKU-02761,2024-10-29,347,270,400
SKU-02518,2023-09-21,599,576,602
SKU-01341,2023-04-01,366,284,460
SKU-02738,2023-07-08,278,270,320
SKU-02443,2023-10-11,174,106,191
SKU-00786,2025-06-22,690,597,755
SKU-00606,2023-09-16,670,653,747
SKU-02052,2024-05-18,285,267,373
SKU-02879,2023-11-15,370,362,447
SKU-02863,2023-02-24,739,701,808
SKU-01140,2024-07-25,990,932,1078
SKU-00056,2025-01-04,624,600,663
SKU-02282,2023-11-03,556,471,585
SKU-02392,2024-09-24,12,0,34
SKU-02412,2023-05-24,390,309,424
SKU-02608,2023-03-20,29,0,72
SKU-00863,2025-08-01,123,46,172
SKU-02323,2023-01-11,376,335,399
SKU-01202,2023-04-23,900,881,932
SKU-02903,2025-07-24,587,547,659
SKU-02644,2023-02-03,862,765,909
SKU-00187,2023-01-17,681,674,768
SKU-02356,2023-10-19,505,490,522
SKU-00342,2023-04-13,238,166,330
SKU-02563,2025-09-30,277,250,331
SKU-00435,2025-03-07,372,301,381
SKU-01803,2024-08-21,533,467,583
SKU-01667,2025-08-13,64,0,154
SKU-01361,2024-06-25,149,76,161
SKU-00549,2024-03-26,7,1,20
SKU-02740,2025-05-26,500,402,595
SKU-01191,2024-05-26,656,611,750
SKU-01484,2024-09-05,687,671,718
SKU-00334,2023-04-18,740,689,765
SKU-02912,2024-03-26,282,190,332
SKU-01767,2023-03-12,62,32,97
SKU-02650,2023-11-19,873,787,931
SKU-02874,2025-03-24,781,684,801
SKU-00054,2025-06-12,737,641,749
SKU-02312,2024-08-02,352,258,367
SKU-01636,2025-11-15,388,375,434
SKU-02502,2023-07-05,809,753,861
SKU-00794,2024-07-17,727,654,756
SKU-00966,2023-06-28,963,881,1042
SKU-00183,2023-02-16,148,95,211
SKU-00270,2024-04-15,280,215,305
SKU-01567,2025-06-04,344,247,374
SKU-02656,2023-02-18,403,351,424
SKU-00753,2024-01-06,938,923,1033
SKU-02889,2025-11-22,981,929,1024
SKU-00381,2024-04-18,543,472,638
SKU-00734,2024-08-18,737,723,818
SKU-01285,2023-12-09,338,328,437
SKU-00889,2025-02-22,765,675,790
SKU-02379,2024-07-25,512,456,606
SKU-00957,2023-11-08,16,0,80
SKU-02985,2024-02-04,597,559,605
SKU-00246,2025-10-26,165,100,262
SKU-01941,2025-07-11,356,344,432
SKU-00773,2025-01-13,848,798,897
SKU-01102,2024-03-25,873,789,921
SKU-02707,2025-11-22,465,384,472
SKU-01387,2025-03-10,552,491,630
SKU-00613,2025-11-09,486,458,561
SKU-01421,2024-03-27,495,488,540
SKU-00999,2025-06-05,266,247,325
SKU-01551,2023-10-03,332,237,350
SKU-01684,2024-02-23,327,255,341
SKU-00582,2024-01-18,735,706,823
SKU-01190,2024-10-21,55,0,81
SKU-02994,2024-03-02,64,14,145
SKU-02055,2024-01-02,684,665,752
SKU-00130,2023-01-09,11,0,73
SKU-01336,2023-01-09,115,29,158
SKU-00013,2025-05-14,187,180,244
SKU-01007,2023-08-12,395,331,433
SKU-01438,2023-11-04,187,182,254
SKU-02804,2024-11-21,354,311,371
SKU-02391,2023-05-01,774,774,827
SKU-01510,2024-09-01,594,530,641
SKU-01573,2024-10-19,983,939,1055
SKU-00237,2024-05-09,5,0,33
SKU-01426,2024-05-21,546,469,575
SKU-01576,2023-08-11,256,253,324
SKU-00926,2025-01-02,551,509,630
SKU-01467,2025-11-08,878,784,902
SKU-02638,2024-03-31,891,867,985
SKU-00997,2023-06-14,167,78,256
SKU-00141,2024-01-09,108,97,198
SKU-01735,2025-09-16,792,711,818
SKU-02741,2024-10-13,902,803,931
SKU-00128,2024-06-21,975,938,1014
SKU-02794,2023-01-27,567,512,643
SKU-00107,2023-11-24,416,415,447
SKU-01046,2024-12-26,256,245,284
SKU-00319,2023-07-10,150,86,249
SKU-00218,2025-06-12,477,395,517
SKU-02747,2024-07-19,127,81,222
SKU-01601,2023-09-17,134,93,144
SKU-01570,2025-09-10,893,837,936
SKU-01160,2025-04-12,994,956,1086
SKU-02505,2025-07-23,949,881,982
SKU-01376,2024-04-08,284,238,367
SKU-00032,2023-08-14,101,33,179
SKU-02645,2023-09-03,453,369,539
SKU-02050,2023-04-07,611,546,644
SKU-01084,2024-02-20,351,313,378
SKU-02394,2025-05-11,264,209,323
SKU-00280,2023-02-04,531,489,584
SKU-00180,2024-03-30,595,565,621
SKU-00530,2024-11-15,954,950,999
SKU-00313,2023-03-19,475,474,560
SKU-01967,2024-11-08,93,38,100
SKU-02897,2023-01-14,46,0,74
SKU-01635,2024-07-23,569,563,587
SKU-01504,2025-03-09,708,657,739
SKU-00329,2025-01-16,110,71,110
SKU-02204,2024-01-18,785,755,851
SKU-00126,2024-01-24,261,207,318
SKU-01616,2025-04-10,198,128,223
SKU-01386,2025-02-02,2,0,51
SKU-02337,2024-06-30,179,111,185
SKU-01055,2024-03-22,356,325,445
SKU-02481,2023-04-13,572,544,662
SKU-01477,2023-12-09,203,142,221
SKU-01272,2023-10-31,382,360,449
SKU-00030,2023-02-09,800,729,857
SKU-00623,2025-05-11,215,135,241
SKU-02590,2024-07-25,787,692,823
SKU-02347,2023-01-30,217,126,294
SKU-00474,2024-12-11,356,273,363
SKU-02959,2023-04-07,707,626,707
SKU-01303,2025-06-08,606,592,677
SKU-01840,2024-12-25,817,779,909
SKU-01365,2025-05-29,728,689,825
SKU-00926,2023-08-06,669,664,739
SKU-01065,2025-04-22,112,76,180
SKU-01864,2023-03-16,400,302,483
SKU-02761,2025-07-27,670,654,755
SKU-00050,2025-11-12,359,309,362
SKU-02995,2023-03-17,141,128,205
SKU-00664,2024-12-23,416,317,447
SKU-02581,2025-04-13,589,582,671
SKU-00012,2025-02-22,814,743,836
SKU-01341,2025-06-13,874,786,891
SKU-01108,2025-06-17,997,948,1002
SKU-02387,2025-08-11,210,178,268
SKU-01886,2023-03-20,229,183,290
SKU-02858,2024-03-04,695,667,773
SKU-01199,2023-09-07,976,957,987
SKU-02440,2025-09-01,480,433,572
SKU-01338,2023-08-04,525,510,570
SKU-01186,2025-01-21,28,0,51
SKU-02023,2025-09-17,517,502,529
SKU-02765,2023-04-17,663,661,701
SKU-01565,2024-10-06,539,515,632
SKU-01808,2024-04-03,355,319,427
SKU-01546,2023-01-23,823,822,824
SKU-01338,2025-02-13,898,896,971
SKU-02160,2024-07-15,101,32,111
SKU-00125,2023-05-13,387,308,464
SKU-01494,2024-10-01,503,441,573
